"city","latitude","longitude","hex_id"
"1","52.41329","4.86934","89006b0cd89bafa"
"1","52.36698","4.9316","89009ee895aef1a"
"1","52.41348","4.9034","8900a1e8c1d3063"
"1","52.36189","4.89963","8900b8a822cf4dd"
"1","52.36991","4.9427","8900de9ec6aaa4a"
"1","52.34364","4.85069","8901740d50cbf90"
"1","52.41514","4.90812","890212a91086353"
"1","52.41136","4.86088","89023c74731f3cf"
"1","52.41521","4.8606","8903b8bd23a462b"
"1","52.33972","4.85024","8903dec841d4be5"
"1","52.3844","4.85566","8903ef918c210e0"
"1","52.36518","4.90633","8904406d7ed9715"
"1","52.40501","4.94921","89045488ae85f67"
"1","52.36364","4.901","89047a12a32b139"
"1","52.36511","4.92639","89048bf6d3bde2f"
"1","52.4011","4.94912","8904b1f4bcbfe75"
"1","52.33037","4.90407","8904b97da4804de"
"1","52.34002","4.84451","8905585a61ce2fb"
"1","52.41414","4.9094","890565c8d416f6d"
"1","52.3654","4.9089","8905893c1e22911"
"1","52.36411","4.93336","89058e469e144f9"
"1","52.34379","4.84295","890591329181b06"
"1","52.34683","4.92578","890594c383e52d1"
"1","52.41005","4.86737","89059c90bd813e4"
"1","52.4054","4.94898","89065476b4f0055"
"1","52.36408","4.90758","8906aa3a2b5e96a"
"1","52.3644","4.93044","8906b634a9a3f99"
"1","52.41161","4.90579","8906b7f55cb7627"
"1","52.33904","4.84267","8906c73ac8a462c"
"1","52.3641","4.9097","89070fdfb4225a8"
"1","52.40569","4.95093","8907390cc9678bb"
"1","52.32987","4.90201","890771d79c0f256"
"1","52.35838","4.89854","89077338ef637f7"
"1","52.36934","4.88596","890777bbddec459"
"1","52.34228","4.84912","8907a8734e2a1ee"
"1","52.36368","4.90619","89083309eb53f0a"
"1","52.37323","4.93563","890837aa201a60d"
"1","52.36347","4.92989","89086bc22cff227"
"1","52.36652","4.93482","8908b5a3f8975cf"
"1","52.36059","4.90518","8908fa185a82aa8"
"1","52.36725","4.93144","89095717fd23377"
"1","52.41129","4.86817","89095923be77cf2"
"1","52.38321","4.85619","890961d665203cb"
"1","52.36915","4.94234","890961ebc46bea7"
"1","52.36382","4.92713","8909adc6c6b6f69"
"1","52.37041","4.89052","8909adc7bd167fb"
"1","52.40412","4.94205","8909af063d52024"
"1","52.35841","4.89773","890a0b0510c44bb"
"1","52.41042","4.86363","890a79dbc6f6754"
"1","52.39794","4.92254","890a97b58d581c0"
"1","52.34215","4.84528","890aad509581136"
"1","52.33033","4.9048","890b274b8991bb4"
"1","52.36329","4.90709","890c14a6fac858d"
"1","52.36598","4.94278","890c7b48bd08000"
"1","52.41241","4.91061","890cd359726fed0"
"1","52.38836","4.860565","890d6aaf7f14fd4"
"1","52.3853","4.8602","890d90e02fce5eb"
"1","52.36112","4.90099","890eac6c6ffc233"
"1","52.38731","4.85455","890ebf823bcbe4e"
"1","52.38704","4.85359","890eec4d7a91a34"
"1","52.34461","4.9332","890ef1c50da09a7"
"1","52.38348","4.8606","890f5c9b5567ac0"
"1","52.36697","4.91213","890f5f08a7e723d"
"1","52.36991","4.94553","890fab19881a9a1"
"1","52.41488","4.86108","890fac131bf2250"
"1","52.41086","4.86876","890fc464d9e3648"
"1","52.36467","4.91495","89100b03b335efd"
"1","52.41129","4.90984","89101ec0ac8efc8"
"1","52.36338","4.93304","8910e3532bb8fb4"
"1","52.38422","4.85266","891109908e0ffd3"
"1","52.41352","4.86862","891232974882acc"
"1","52.34192","4.84734","891232f139f1599"
"1","52.36315","4.92716","89123b302a64ce2"
"1","52.34237","4.84897","891242295be19da"
"1","52.40581","4.94415","891267d4916fee2"
"1","52.36298","4.92937","89128630f8d171a"
"1","52.3957","4.92978","8912b92480c1abc"
"1","52.36357","4.93037","8912c220d09a621"
"1","52.37284","4.89353","8912cead231dc3a"
"1","52.38424","4.85588","89131bab50da3bd"
"1","52.39728","4.92465","891386a6ac0fc1d"
"1","52.34114","4.84686","89138a1a8ee7236"
"1","52.36802","4.93791","8913a252904bcd2"
"1","52.38312","4.85906","8913c6b8e72c7d4"
"1","52.38877","4.85234","891475f865560df"
"1","52.34158","4.84247","8914880cd3c6757"
"1","52.34098","4.84301","8914baf8aa08245"
"1","52.36968","4.946","8914dff426b1caf"
"1","52.40324","4.94337","8914e1334e73b84"
"1","52.35896","4.89871","89154552ea4334d"
"1","52.41093","4.90558","8915478373ae05c"
"1","52.3961","4.93077","89156137d220423"
"1","52.37104","4.94377","89156bcc44ca87d"
"1","52.34231","4.84677","8915d2865f01f28"
"1","52.3682","4.93516","8915eca17f4e9eb"
"1","52.34335","4.85007","891679916ee26b3"
"1","52.34217","4.84348","8916e5ebfd01e49"
"1","52.39723","4.92147","8916feca942bed6"
"1","52.36305","4.92788","89171ca70ac3b48"
"1","52.32734","4.90528","8917b354d7ca397"
"1","52.36204","4.90759","89180ca1597cf8c"
"1","52.37133","4.9393","89189ad96e76fd0"
"1","52.365790000000004","4.927005","8919099b5b97b3b"
"1","52.4126","4.90215","8919116b00b34cf"
"1","52.35849","4.89803","8919aca3f5f4ef3"
"1","52.362970000000004","4.906625","8919eb8c2a35840"
"1","52.36218","4.90209","891b04625f0d597"
"1","52.32808","4.89846","891b169737d6142"
"1","52.38452","4.85867","891b646cdfadb82"
"1","52.4055","4.94988","891baa7b6366243"
"1","52.36492","4.93506","891bc45017307dc"
"1","52.4149","4.90291","891be298738afbc"
"1","52.34389","4.84249","891c3a45dd79a19"
"1","52.36145","4.91074","891c862e3d8cab8"
"1","52.41182","4.86757","891cb46e113bfa4"
"1","52.38317","4.85968","891cc2e6d3dab3b"
"1","52.3722","4.93761","891cc45e4d3f930"
"1","52.41143","4.90443","891cc6648135baf"
"1","52.36403","4.93332","891cd4bd8e3a346"
"1","52.3861","4.85218","891cdbb93d383b5"
"1","52.33959","4.84256","891cfccc6b2854a"
"1","52.38316","4.85932","891d132706d5cd2"
"1","52.38784","4.86214","891d24865ac63d4"
"1","52.36205","4.9053","891d2fc9f3e56b9"
"1","52.36704","4.93144","891d56f64559171"
"1","52.36222","4.93481","891db18325c24e8"
"1","52.35881","4.89831","891dd5182a787ed"
"1","52.37118","4.93992","891e02ec8e411d9"
"1","52.39575","4.92551","891ef41ad055df6"
"1","52.4109","4.861","891f596603c59c5"
"1","52.33117","4.90725","892000aab959745"
"1","52.36924","4.88721","89203b0e443eca6"
"1","52.32944","4.89855","8920b8e7f95b083"
"1","52.40196","4.94455","8920c76127d331e"
"1","52.34471","4.84717","89211224f353cc2"
"1","52.37171","4.88527","89214e61e649676"
"1","52.36754","4.8888","89218e77c33f1bf"
"1","52.36485","4.92792","8921930dd2fbbc0"
"1","52.38474","4.85522","8921df62e8845d5"
"1","52.3887","4.8603","892207267ec4cb7"
"1","52.39822","4.92226","892233de6598b95"
"1","52.36314","4.92923","89225ea4f4a86fd"
"1","52.36417","4.89931","89228340cd61c57"
"1","52.41294","4.8665","8922ad82041caa9"
"1","52.36691","4.93093","8922e2b5ac60a1b"
"1","52.41012","4.90338","892357176cfd47f"
"1","52.34738","4.92788","89238089fae4915"
"1","52.40183","4.94821","8923a13a9eda139"
"1","52.41181","4.90746","8924064875d1c91"
"1","52.38737","4.85571","8924134d0b51ba8"
"1","52.38362","4.85805","89246dcf03f0c88"
"1","52.36327","4.93071","8924bebb305fc17"
"1","52.33977","4.84674","8924cdbca5718c0"
"1","52.41022","4.90993","89257ad6c467f37"
"1","52.4136","4.90253","8926059a28e0d3c"
"1","52.37156","4.88933","89263acbca0ef34"
"1","52.41273","4.90633","8926c7f25402efd"
"1","52.39898","4.92232","8926e4545967ace"
"1","52.41203","4.86635","892757f65ae5a93"
"1","52.33096","4.89779","8927d77d7469e2b"
"1","52.33946","4.84657","8928139e630937b"
"1","52.41494","4.90472","8928a6bde5737e4"
"1","52.41233","4.90228","8928b65997a7657"
"1","52.36763","4.93316","89291c9af6791a3"
"1","52.3887","4.86104","8929299edf7ff43"
"1","52.33128","4.89962","8929a59053a1c2a"
"1","52.40999","4.8677","892a06c1a4018bd"
"1","52.40195","4.95042","892a4fe05124c49"
"1","52.33966","4.85028","892a5627298491e"
"1","52.34671","4.92665","892ac8d9c235fea"
"1","52.4021","4.95115","892b03b186242dc"
"1","52.36782","4.89417","892b0a3f11108fa"
"1","52.3676","4.94084","892b879d4b6d7b3"
"1","52.36719","4.94231","892bb9183673076"
"1","52.34731","4.92861","892c111de535d03"
"1","52.36695","4.91348","892c2504979d952"
"1","52.32992","4.89794","892c4fdefc35304"
"1","52.32629","4.89768","892c5a52e30b63f"
"1","52.39999","4.94556","892d15b56ad9f32"
"1","52.36908","4.8892","892d7024b4bb352"
"1","52.40064","4.94292","892dc27b7dd7931"
"1","52.32753","4.90743","892dde952f155de"
"1","52.39711","4.92389","892e0d64e34521f"
"1","52.360775000000004","4.90399","892e5dc26539cb6"
"1","52.36408","4.93267","892e65042aa1363"
"1","52.36536","4.93158","892e91cd8bb1978"
"1","52.41297","4.90492","892ef26ee54b052"
"1","52.3974","4.92647","892f1c8d0263fd0"
"1","52.3403","4.85034","892f645b18d4201"
"1","52.40521","4.94785","892f65b4f24b251"
"1","52.38689","4.859805","892fcaa6f77b31a"
"1","52.326195","4.902889999999999","892ff18efba0a4b"
"1","52.36711","4.94542","89300ac48a460ba"
"1","52.39504","4.92641","893014f8fba406b"
"1","52.38425","4.85598","893025403329c66"
"1","52.36721","4.94258","8930686e4279545"
"1","52.38436","4.85443","893088763a5eefd"
"1","52.36848","4.93296","89316bffc95e79d"
"1","52.33006","4.90582","89317907a538bf8"
"1","52.36786","4.94468","8931fcbc04d4ff1"
"1","52.34415","4.92688","89321c827608b44"
"1","52.41212","4.86815","89323c7a5f53d4b"
"1","52.4053","4.94759","893246115d5d6f6"
"1","52.37014","4.89331","89326481f81f0f7"
"1","52.41243","4.90571","8932a05296e3f67"
"1","52.3953","4.92221","8932b2aae8b946d"
"1","52.3956","4.92486","8932f32af06f1db"
"1","52.3685","4.94385","8932f81ea89943c"
"1","52.36172","4.90915","89331eb8d16fe70"
"1","52.34284","4.84298","8933d4678031448"
"1","52.3704","4.94681","8934ccad83aab0e"
"1","52.36959","4.8861","8934fc22e15fdb3"
"1","52.38572","4.85962","89351ad636f8ae5"
"1","52.32921","4.90483","893537a36b48a01"
"1","52.39921","4.92864","89354065b658ca1"
"1","52.365","4.91326","89356e5d93d61e4"
"1","52.37071","4.88853","8935c8497b243be"
"1","52.40315","4.94561","8935c99d294e33f"
"1","52.39807","4.92577","8936179855202e3"
"1","52.36832","4.94378","893624d81519bfb"
"1","52.41384","4.90445","89363e487e29ae7"
"1","52.34462","4.84438","89365f1e5a29395"
"1","52.36796","4.94158","8936f804623508b"
"1","52.38331","4.85543","89378e7a652f313"
"1","52.36657","4.9385","8937ae879a2d2b3"
"1","52.40971","4.90633","8937c42d8be1805"
"1","52.38844","4.85485","8937cebff050354"
"1","52.33968","4.84864","89387a869801d8f"
"1","52.34382","4.92792","8938b82266f916e"
"1","52.40526","4.94683","89396513dd35c75"
"1","52.3949","4.92179","893993e21683c7a"
"1","52.32626","4.90748","8939986f6bca985"
"1","52.39862","4.92556","893ab011f88499d"
"1","52.34451","4.84557","893af14b316170e"
"1","52.32873","4.90229","893b08c5dfe5928"
"1","52.41059","4.90758","893b96d37b04071"
"1","52.36228","4.92971","893c5d0b73afcfc"
"1","52.40361","4.9442","893c7a47c62803a"
"1","52.37035","4.93486","893cdd5603874f8"
"1","52.3641","4.8979","893d0fad9321f48"
"1","52.37222","4.93979","893d3cc1e31d68f"
"1","52.40187","4.94561","893d746b3ae6494"
"1","52.36605","4.90667","893da6045f2e3d4"
"1","52.327415","4.898085","893e4bb2e8d118e"
"1","52.37274","4.89151","893e7568dc7f1af"
"1","52.33116","4.89935","893e882a7b56297"
"1","52.34379","4.84307","893ee10812cdf49"
"1","52.3646","4.93597","893f0bc0636d24b"
"1","52.36651","4.93983","893f2feb8027000"
"1","52.36933","4.88994","893f750dc1e5187"
"1","52.36139","4.90121","893ffeccf312882"
"1","52.33089","4.90072","8940057f2f0e909"
"1","52.34082","4.84438","8940497933204da"
"1","52.36633","4.92925","894095fa964490c"
"1","52.38663","4.85909","8940fa38da4bf03"
"1","52.36295","4.92832","894153b5560af92"
"1","52.34338","4.84338","8941a14ead79a3f"
"1","52.34654","4.92632","89425dc66258e5c"
"1","52.34594","4.93202","894367d34286eee"
"1","52.39562","4.9235","89439807d5495db"
"1","52.34069","4.84984","89441348258dbfc"
"1","52.39485","4.9216","894465fc9cfdd1d"
"1","52.34498","4.84592","8944f1370adc963"
"1","52.34186","4.84256","894502ff4348c43"
"1","52.36107","4.90627","8945085851310cf"
"1","52.40244","4.94441","89453ec2ec0a347"
"1","52.36341","4.90387","894612cea3b3ce8"
"1","52.38796","4.85553","8946b9cec240271"
"1","52.32872","4.90561","894701d5ddec920"
"1","52.32937","4.90712","894727093b074cb"
"1","52.38351","4.85276","89478dc0b141767"
"1","52.384525","4.85459","8947cf31fffbebb"
"1","52.41203","4.90401","8947e6914c68698"
"1","52.40482","4.95005","8947ebf5de441a9"
"1","52.3682","4.94065","89480a07db34aae"
"1","52.37083","4.94205","89484a48b5e328b"
"1","52.37027","4.89078","8948b6eadd5de24"
"1","52.359045","4.90109","8948f10aa7097cd"
"1","52.37183","4.89014","89495ae54507e8c"
"1","52.3623","4.93317","8949a85fb31ae7d"
"1","52.36504","4.92951","8949f44c36ae3e8"
"1","52.36177","4.9069","894a263ed88b9d7"
"1","52.41017","4.8659","894a2cb68af811c"
"1","52.36605","4.90829","894a4f8b250e92a"
"1","52.3865","4.85705","894a5a7c63c861b"
"1","52.40527","4.94752","894a7f036a9dfd7"
"1","52.40494","4.94659","894b0275de00386"
"1","52.3955","4.92909","894b1c629cb6387"
"1","52.38778","4.86005","894b55f7f392f55"
"1","52.40455","4.94643","894b8a9b2a3362c"
"1","52.41535","4.90773","894bf8dbe20625b"
"1","52.41373","4.90607","894c85a78569105"
"1","52.34232","4.84931","894c9a6335dd6c0"
"1","52.38305","4.85917","894caf07bfd26eb"
"1","52.3453","4.92585","894cb5bf8557a77"
"1","52.32731","4.89797","894cc499509058f"
"1","52.36378","4.91435","894d273725b3589"
"1","52.32581","4.90603","894d605284fb02d"
"1","52.36761","4.8893","894d6c54efb54b9"
"1","52.36201","4.92909","894d9f55501ad22"
"1","52.3675","4.93256","894db7e29f796ed"
"1","52.39993","4.92331","894e69a43a3ec19"
"1","52.41242","4.90589","894f209b63361c6"
"1","52.34148","4.84264","894f2c32ce35ec1"
"1","52.36875","4.93679","894f5f78e1b03a2"
"1","52.34262","4.84442","895051b3826b301"
"1","52.36082","4.89975","895053e76418d66"
"1","52.34232","4.84841","89507ee97969b22"
"1","52.36401","4.90644","8951095174673aa"
"1","52.36522","4.90785","89513e113a4d418"
"1","52.36612","4.92771","89519c0b78b4ddc"
"1","52.38637","4.86058","8951a078f8cebfd"
"1","52.36859","4.94283","8951be0254618de"
"1","52.32646","4.90396","8952218830e9d7f"
"1","52.39551","4.92769","89523f6db03b046"
"1","52.38419","4.85855","8952473bcb0e782"
"1","52.34422","4.84904","8952a206a217f2d"
"1","52.40552","4.94252","8952d1dc9f2e58c"
"1","52.3728","4.93542","8952ee7e2496ff7"
"1","52.4117","4.9062","8953094f1b29bfe"
"1","52.41432","4.86718","89539f227513af3"
"1","52.36718","4.93552","8953a75489630ca"
"1","52.36805","4.88873","8953b9b2b7b977d"
"1","52.36305","4.90674","8953d26ce4fe56f"
"1","52.32669","4.90398","8953e2c45b8ac74"
"1","52.41145","4.86181","8954b2018a070d8"
"1","52.32875","4.90694","8954b8cd0d70f4a"
"1","52.41488","4.86783","8954f28cdfaed11"
"1","52.33906","4.84527","89552931a391bfe"
